OrderID,Order Date,Customer Name,Country,Region,State,City,Postal Code,Segment,Ship Date,Ship Mode
AZ-2011-5009632,08-12-2011,Tom Charlton,United States,Central,North Dakota,Mandan,58554,Corporate,13-12-2011,Economy
AZ-2011-9732880,10-12-2011,Sofia Goddard,United States,Central,North Dakota,Mandan,58554,Corporate,13-12-2011,Priority
AZ-2011-2792664,16-12-2011,Koby Phillip,United States,West,Oregon,Tualatin,97062,Consumer,19-12-2011,Economy Plus
AZ-2011-7159551,21-12-2011,Tahlia Murnin,United States,West,Utah,Layton,84041,Consumer,23-12-2011,Economy Plus
AZ-2011-6705309,28-12-2011,Carley Wynn,United States,Central,Indiana,Richmond,47374,Home Office,01-01-2012,Economy Plus
AZ-2012-4265765,14-01-2012,Elisabeth Manson,United States,Central,Texas,Carrollton,75007,Consumer,18-01-2012,Economy
AZ-2012-1023749,16-01-2012,Michael Myers,United States,South,Florida,Fort Lauderdale,33311,Home Office,18-01-2012,Economy Plus
BN-2012-7456673,16-01-2012,Henry Winder,United States,Central,Nebraska,Kearney,68847,Corporate,18-01-2012,Priority
AZ-2012-1951858,06-02-2012,Isabelle Norton,United States,South,Georgia,Forest Park,30297,Consumer,08-02-2012,Economy Plus
AZ-2012-6012259,14-02-2012,Sarah Smorgon,United States,South,North Carolina,Wilmington,28403,Consumer,19-02-2012,Economy Plus
BN-2012-8185079,05-03-2012,Robert Zapata,United States,East,Maine,Bangor,4401,Consumer,10-03-2012,Economy
AZ-2012-8039360,27-04-2012,Matthew Gill,United States,West,Colorado,Fountain,80817,Home Office,04-05-2012,Economy
AZ-2012-2293554,24-05-2012,Lewis Greenwood,United States,Central,Michigan,Madison Heights,48071,Consumer,30-05-2012,Economy
AZ-2012-3603258,26-06-2012,Jayden Ali,United States,South,Florida,Tallahassee,32303,Consumer,26-06-2012,Immediate
AZ-2012-1437670,03-08-2012,Sue Castaneda,United States,West,California,Laguna Niguel,92677,Home Office,07-08-2012,Economy
AZ-2012-7523947,16-08-2012,Dominic Elliott,United States,Central,Texas,Mansfield,76063,Consumer,21-08-2012,Economy
AZ-2012-1384940,23-08-2012,Jay Johnson,United States,Central,Texas,Denton,76201,Consumer,27-08-2012,Economy Plus
AZ-2012-1234027,05-09-2012,Kristen Holland,United States,South,Mississippi,Olive Branch,38654,Consumer,08-09-2012,Economy Plus
AZ-2012-6068196,05-09-2012,Lily Tyler,United States,Central,Texas,Dallas,75220,Home Office,10-09-2012,Economy
AZ-2012-4302372,13-09-2012,Adam Harte,United States,Central,Minnesota,Brooklyn Center,55429,Corporate,17-09-2012,Economy
AZ-2012-4096327,17-09-2012,Tia Metcalfe,United States,East,Maryland,Pikesville,21208,Consumer,17-09-2012,Immediate
BN-2012-1840442,17-09-2012,Melissa Bean,United States,Central,Iowa,Bettendorf,52722,Home Office,17-09-2012,Immediate
BN-2012-2590237,29-09-2012,Madison Rowley,United States,West,Montana,Bozeman,59715,Consumer,29-09-2012,Immediate
AZ-2012-6510788,19-10-2012,Chloe Miller,United States,East,Maryland,College Park,20740,Consumer,21-10-2012,Economy Plus
AZ-2012-9818400,27-10-2012,Erick Tanner,United States,West,Oregon,Corvallis,97330,Corporate,01-11-2012,Economy
AZ-2012-9615628,01-11-2012,Adam Gibbs,United States,East,Massachusetts,Boston,2118,Corporate,05-11-2012,Economy
BN-2012-9201500,02-11-2012,Michael Halcomb,United States,South,Georgia,Atlanta,30318,Corporate,05-11-2012,Economy Plus
AZ-2012-3853973,08-11-2012,Nicole Nash,United States,West,California,Concord,94521,Consumer,12-11-2012,Economy
AZ-2012-2744098,10-11-2012,Casey Forte,United States,East,West Virginia,Fairmont,26554,Consumer,14-11-2012,Economy
AZ-2012-5626763,12-11-2012,Leroy Dudley,United States,East,District of Columbia,Washington,20012,Consumer,17-11-2012,Economy
AZ-2012-9836738,14-11-2012,Kazuko Mason,United States,Central,Kansas,Wichita,67212,Home Office,14-11-2012,Immediate
AZ-2012-1988121,15-11-2012,Lucas Northcott,United States,East,Vermont,Bennington,5201,Consumer,20-11-2012,Economy Plus
BN-2012-4750589,03-12-2012,Eloise Sykes,United States,Central,Michigan,Saginaw,48601,Consumer,03-12-2012,Immediate
AZ-2012-4110673,05-12-2012,Jose Gambino,United States,West,California,Mountain View,94043,Corporate,11-12-2012,Economy
AZ-2012-2492016,06-12-2012,Lara Giles,United States,East,New York,New York City,10112,Consumer,11-12-2012,Economy
AZ-2012-8594420,07-12-2012,Hayley Swanston,United States,Central,Minnesota,Prior Lake,55372,Home Office,11-12-2012,Economy Plus
AZ-2012-1411846,12-12-2012,Mary Parker,United States,South,South Carolina,Mauldin,29662,Corporate,14-12-2012,Priority
AZ-2012-5408714,13-12-2012,Georgina Garner,United States,South,Georgia,Roswell,30076,Consumer,20-12-2012,Economy
AZ-2012-3082867,15-12-2012,William Reichert,United States,Central,Texas,Carrollton,75007,Consumer,19-12-2012,Economy
AZ-2012-7085203,17-12-2012,Anthony Spooner,United States,Central,Minnesota,Coon Rapids,55433,Corporate,17-12-2012,Immediate
AZ-2012-6297647,20-12-2012,Matthew Barker,United States,South,North Carolina,Asheboro,27203,Consumer,20-12-2012,Immediate
AZ-2012-4846430,27-12-2012,Anna Macdonald,United States,South,Tennessee,Germantown,38138,Consumer,30-12-2012,Economy Plus
AZ-2013-273412,14-01-2013,Zachary Warner,United States,Central,Wisconsin,Stevens Point,54481,Consumer,14-01-2013,Immediate
AZ-2013-2960251,22-01-2013,Gregory Rodriguez,United States,West,Utah,Provo,84604,Corporate,26-01-2013,Economy
BN-2013-1331129,29-01-2013,Joshua Andrews,United States,South,Florida,Palm Coast,32137,Home Office,30-01-2013,Priority
AZ-2013-2176321,05-02-2013,Alexander Bennett,United States,East,New Jersey,Hackensack,7601,Corporate,12-02-2013,Economy
AZ-2013-9809267,12-02-2013,Jade Farmer,United States,East,New York,New York City,10115,Consumer,17-02-2013,Economy
AZ-2013-3816496,18-02-2013,Bethany Child,United States,West,California,Los Angeles,90049,Consumer,19-02-2013,Immediate
AZ-2013-3395189,19-02-2013,Claire Harrington,United States,West,Nevada,Reno,89502,Home Office,25-02-2013,Economy
BN-2013-7300795,31-03-2013,Oscar Clayton,United States,Central,Texas,San Antonio,78207,Consumer,05-04-2013,Economy Plus
BN-2013-9520844,09-04-2013,Oscar Noble,United States,West,California,Hacienda Heights,91745,Consumer,15-04-2013,Economy
BN-2013-7163306,11-04-2013,Lola Dale,United States,South,North Carolina,Rocky Mount,27801,Consumer,12-04-2013,Priority
AZ-2013-9877941,25-04-2013,Victoria Burke,United States,Central,Texas,Denton,76201,Corporate,02-05-2013,Economy
AZ-2013-989352,07-05-2013,Elise Ali,United States,South,Arkansas,West Memphis,72301,Home Office,07-05-2013,Immediate
AZ-2013-9144577,16-05-2013,Cerys Edwards,United States,East,Pennsylvania,Philadelphia,19140,Consumer,19-05-2013,Priority
BN-2013-6206755,24-05-2013,Joshua Andrews,United States,Central,Illinois,Des Plaines,60016,Home Office,31-05-2013,Economy
AZ-2013-2465655,06-06-2013,Jonathan Bottrill,United States,East,Pennsylvania,Wilkinsburg,15221,Consumer,10-06-2013,Economy
AZ-2013-4775573,07-06-2013,Indiana Wekey,United States,South,Louisiana,Bossier City,71111,Corporate,08-06-2013,Priority
AZ-2013-7626927,08-06-2013,Dustin Thomas,United States,East,Ohio,Kettering,45429,Consumer,13-06-2013,Economy
AZ-2013-125479,09-06-2013,Jay Andrews,United States,West,California,Moreno Valley,92553,Consumer,15-06-2013,Economy
AZ-2013-3156209,11-06-2013,Edward Dolling,United States,West,California,Gilroy,95020,Consumer,15-06-2013,Economy
AZ-2013-8633659,18-06-2013,Jessie White,United States,Central,Texas,Carrollton,75007,Consumer,20-06-2013,Economy Plus
BN-2013-9871283,27-06-2013,Geraldine Mizelle,United States,South,Georgia,Tucker,30084,Corporate,02-07-2013,Economy Plus
AZ-2013-5080329,17-08-2013,Travis Corchado,United States,Central,Michigan,East Lansing,48823,Corporate,20-08-2013,Economy Plus
AZ-2013-9381162,21-08-2013,Thomas Thompson,United States,Central,Minnesota,Prior Lake,55372,Corporate,26-08-2013,Economy Plus
AZ-2013-9065398,28-08-2013,Leon Barnes,United States,Central,Iowa,Council Bluffs,51503,Consumer,03-09-2013,Economy
AZ-2013-2573361,05-09-2013,Tia Metcalfe,United States,East,District of Columbia,Washington,20006,Consumer,07-09-2013,Priority
AZ-2013-4231059,09-09-2013,Bryce Efird,United States,East,New York,Deer Park,11729,Corporate,11-09-2013,Priority
AZ-2013-3357605,19-09-2013,Madeline Crooks,United States,Central,Minnesota,Prior Lake,55372,Consumer,23-09-2013,Economy Plus
AZ-2013-2357064,30-09-2013,Ruby Blomfield,United States,West,Colorado,Thornton,80229,Consumer,05-10-2013,Economy
AZ-2013-4915584,31-10-2013,James Groom,United States,South,Kentucky,Paducah,42003,Corporate,04-11-2013,Economy
AZ-2013-7322131,06-11-2013,Charlie Power,United States,West,Utah,Provo,84604,Home Office,10-11-2013,Economy
AZ-2013-6132734,11-11-2013,Ewan Hyde,United States,Central,Indiana,Jeffersonville,47130,Consumer,15-11-2013,Economy
AZ-2013-2010603,16-11-2013,Jasmine Slater,United States,South,Virginia,Winchester,22601,Corporate,19-11-2013,Priority
BN-2013-4370174,18-11-2013,Ashley Baldwinson,United States,Central,Texas,Lancaster,75146,Corporate,24-11-2013,Economy
AZ-2013-82677,19-11-2013,Mariam McMeckan,United States,West,Colorado,Durango,81301,Corporate,26-11-2013,Economy
AZ-2013-6686311,25-11-2013,Zona Meyer,United States,West,California,Los Angeles,90058,Corporate,27-11-2013,Economy Plus
AZ-2013-4071226,25-11-2013,Makayla Elphinstone,United States,West,California,Santa Cruz,95062,Consumer,01-12-2013,Economy
AZ-2013-1362722,26-11-2013,Shannon Lane,United States,Central,Indiana,Lafayette,47905,Consumer,26-11-2013,Immediate
AZ-2013-5078982,18-12-2013,Zara Jennings,United States,South,Florida,Gainesville,32601,Consumer,24-12-2013,Economy
BN-2014-3515566,15-01-2014,Spencer Calvert,United States,South,Alabama,Northport,35473,Corporate,22-01-2014,Economy
BN-2014-1952726,18-01-2014,Anthony Lawrence,United States,East,Maine,Sanford,4073,Consumer,25-01-2014,Economy
AZ-2014-7306180,20-01-2014,Charlie Brooks,United States,Central,Illinois,Rock Island,61201,Consumer,24-01-2014,Economy Plus
BN-2014-9936235,22-01-2014,Gracie Hunter,United States,West,Utah,Holladay,84117,Consumer,27-01-2014,Economy
BN-2014-9257992,25-01-2014,Katherine Grant,United States,South,Virginia,Springfield,22153,Consumer,30-01-2014,Economy
AZ-2014-3004222,07-02-2014,Kayla Tearle,United States,Central,Illinois,Vernon Hills,60061,Corporate,11-02-2014,Economy
AZ-2014-6634288,26-02-2014,Mason Adams,United States,South,Florida,Dunedin,34698,Consumer,03-03-2014,Economy
AZ-2014-786652,21-03-2014,Michael Watkins,United States,East,New York,New York City,10177,Home Office,24-03-2014,Economy Plus
AZ-2014-2640603,26-03-2014,Patricia Smith,United States,Central,Wisconsin,New Berlin,53151,Corporate,01-04-2014,Economy
BN-2014-9322996,12-04-2014,Louis Dominguez,United States,Central,Illinois,Chicago,60611,Corporate,18-04-2014,Economy
AZ-2014-7046345,21-04-2014,Millie Arnold,United States,West,Utah,Roy,84067,Consumer,23-04-2014,Economy Plus
BN-2014-9778057,26-04-2014,Jay Johnson,United States,South,Tennessee,Brentwood,37027,Consumer,02-05-2014,Economy
BN-2014-4920125,28-04-2014,Angus Fryar,United States,South,Louisiana,New Orleans,70117,Consumer,03-05-2014,Economy
AZ-2014-9821147,04-06-2014,Kieran Herbert,United States,Central,Wisconsin,West Bend,53095,Consumer,08-06-2014,Economy
AZ-2014-8101198,09-06-2014,Charlie Donnelly,United States,South,Louisiana,New Iberia,70560,Consumer,12-06-2014,Priority
AZ-2014-9794319,18-06-2014,Angus Reading,United States,South,Louisiana,New Iberia,70560,Corporate,24-06-2014,Economy
AZ-2014-4704527,24-06-2014,Bethany Hunt,United States,South,Louisiana,New Iberia,70560,Corporate,26-06-2014,Economy Plus
AZ-2014-6401061,07-07-2014,Isabelle Grimstone,United States,South,Louisiana,New Iberia,70560,Consumer,12-07-2014,Economy Plus
AZ-2014-8976002,26-07-2014,Rory Jess,United States,Central,Texas,Georgetown,78626,Home Office,28-07-2014,Economy Plus
AZ-2014-6791682,30-07-2014,Joyce Cornell,United States,South,Florida,Coral Springs,33065,Consumer,03-08-2014,Economy
AZ-2014-1538989,31-07-2014,Molly Crawford,United States,East,New Jersey,Old Bridge,8857,Corporate,07-08-2014,Economy
AZ-2014-9211150,07-08-2014,Brooke Hodgson,United States,Central,Missouri,Ozark,65721,Consumer,13-08-2014,Economy
AZ-2014-6155335,07-08-2014,Elise Godfrey,United States,West,California,Montebello,90640,Consumer,12-08-2014,Economy
AZ-2014-3178451,08-08-2014,Sophie Franklin,United States,South,Georgia,Atlanta,30318,Corporate,13-08-2014,Economy
AZ-2014-8054390,13-08-2014,Taj Knetes,United States,Central,Illinois,Des Plaines,60016,Consumer,18-08-2014,Economy
BN-2014-7005725,14-08-2014,Isabelle Macghey,United States,West,Nevada,Henderson,89015,Consumer,17-08-2014,Economy Plus
AZ-2014-5935860,18-08-2014,Ginger Owens,United States,West,Nevada,Henderson,89015,Consumer,18-08-2014,Immediate
AZ-2014-5629900,25-08-2014,Ruth Williams,United States,West,Nevada,Henderson,89015,Consumer,29-08-2014,Economy
BN-2014-3999779,02-09-2014,Victor Kron,United States,West,Nevada,Henderson,89015,Consumer,04-09-2014,Economy Plus
AZ-2014-8890800,20-09-2014,Harry Josephson,United States,West,Nevada,Henderson,89015,Consumer,24-09-2014,Economy
AZ-2014-7575178,26-09-2014,Stacy Cummings,United States,West,Nevada,Henderson,89015,Consumer,01-10-2014,Economy
BN-2014-848843,26-09-2014,Ella Dwyer-Gray,United States,West,Nevada,Henderson,89015,Consumer,01-10-2014,Economy
AZ-2014-4010374,29-09-2014,Kimberly Boyd,United States,West,Nevada,Henderson,89015,Corporate,06-10-2014,Economy
AZ-2014-507287,13-10-2014,Molly De Mole,United States,West,Nevada,Henderson,89015,Corporate,16-10-2014,Economy Plus
AZ-2014-3851368,30-10-2014,Ginger Owens,United States,West,Nevada,Henderson,89015,Consumer,06-11-2014,Economy
AZ-2014-3163636,02-11-2014,Lily Dallachy,United States,West,Nevada,Henderson,89015,Corporate,06-11-2014,Economy
AZ-2014-3802828,07-11-2014,Angelina Hurst,United States,West,Nevada,Henderson,89015,Consumer,12-11-2014,Economy Plus
AZ-2014-4993399,12-11-2014,Kyle Beard,United States,West,Nevada,Henderson,89015,Consumer,14-11-2014,Economy Plus
AZ-2014-5765261,15-11-2014,Libby Thompson,United States,West,Nevada,Henderson,89015,Consumer,19-11-2014,Economy
AZ-2014-3937200,20-11-2014,Isabelle Torpy,United States,West,Nevada,Henderson,89015,Consumer,24-11-2014,Economy Plus
BN-2014-9526659,20-11-2014,Keith Martinez,United States,West,Nevada,Henderson,89015,Consumer,24-11-2014,Economy
AZ-2014-1473888,21-11-2014,Oscar Noble,United States,West,Nevada,Henderson,89015,Consumer,26-11-2014,Economy
AZ-2014-3745040,25-11-2014,Dominic Stephenson,United States,West,Nevada,Henderson,89015,Home Office,27-11-2014,Priority
AZ-2014-2293716,05-12-2014,Alexis Code,United States,West,Nevada,Henderson,89015,Corporate,09-12-2014,Economy Plus
AZ-2014-7040665,15-12-2014,Charles Carey,United States,West,Nevada,Henderson,89015,Consumer,19-12-2014,Economy
AZ-2014-3909532,16-12-2014,Ava Giles,United States,West,Nevada,Henderson,89015,Corporate,21-12-2014,Economy
AZ-2014-2452834,19-12-2014,Lisa Boyette,United States,West,Nevada,Henderson,89015,Corporate,20-12-2014,Priority
AZ-2014-8034683,19-12-2014,Mark Washington,United States,West,Nevada,Henderson,89015,Home Office,26-12-2014,Economy
AZ-2014-5759830,24-12-2014,Peter Daly,United States,West,Nevada,Henderson,89015,Consumer,24-12-2014,Immediate
AZ-2014-9733542,26-12-2014,Desiree Hurt,United States,West,Nevada,Henderson,89015,Home Office,01-01-2015,Economy
AZ-2011-7043718,02-02-2011,Winnie Moss,United States,West,Wyoming,Cheyenne,82001,Consumer,07-02-2011,Economy Plus
AZ-2011-6048331,14-02-2011,Kayleigh Farmer,United States,East,New Jersey,Hackensack,7601,Consumer,19-02-2011,Economy Plus
AZ-2011-3293357,06-04-2011,Skye McCaffrey,United States,South,Georgia,Atlanta,30305,Consumer,12-04-2011,Economy
AZ-2011-2762983,07-04-2011,David Harney,United States,East,New Jersey,Elmwood Park,7407,Corporate,11-04-2011,Economy Plus
AZ-2011-4173505,12-04-2011,Owen Howell,United States,West,Utah,Clearfield,84015,Home Office,16-04-2011,Economy Plus
AZ-2011-9598217,18-04-2011,Donald Pak,United States,South,Virginia,Alexandria,22304,Corporate,22-04-2011,Economy
AZ-2011-1372644,29-04-2011,Imogen Daly,United States,East,Connecticut,Stamford,6901,Consumer,05-05-2011,Economy
AZ-2011-1474073,21-05-2011,Mary Parker,United States,Central,Texas,Flower Mound,75028,Corporate,27-05-2011,Economy
AZ-2011-8742773,26-05-2011,Alana Zahel,United States,East,Massachusetts,Beverly,1915,Consumer,28-05-2011,Priority
AZ-2011-5917724,09-06-2011,Tyler Miah,United States,East,Massachusetts,Townsend,1469,Home Office,09-06-2011,Immediate
AZ-2011-9153342,22-06-2011,Harold Smith,United States,West,California,Bakersfield,93309,Consumer,25-06-2011,Economy Plus
AZ-2011-3252710,22-07-2011,Archie Whittaker,United States,West,California,Twentynine Palms,92277,Home Office,24-07-2011,Economy Plus
AZ-2011-5466756,01-08-2011,Ellie Chapman,United States,Central,Michigan,East Lansing,48823,Home Office,03-08-2011,Economy Plus
AZ-2011-8748429,04-08-2011,Noah Chamberlain,United States,East,Ohio,Hilliard,43026,Consumer,10-08-2011,Economy
AZ-2011-5526022,11-08-2011,Max Baker,United States,Central,Illinois,Des Plaines,60016,Home Office,16-08-2011,Economy Plus
AZ-2011-839331,18-09-2011,Angelina Beeton,United States,Central,Wisconsin,New Berlin,53151,Consumer,22-09-2011,Economy
AZ-2011-7159051,19-09-2011,Daryl Claypool,United States,West,California,Los Angeles,90004,Corporate,24-09-2011,Economy
AZ-2011-6274862,30-09-2011,Jason Roger,United States,East,West Virginia,Wheeling,26003,Corporate,03-10-2011,Priority
AZ-2011-3586083,24-10-2011,Elijah Ruatoka,United States,Central,North Dakota,Mandan,58554,Home Office,28-10-2011,Economy Plus
AZ-2011-1930058,02-12-2011,Matthew Gill,United States,Central,North Dakota,Mandan,58554,Home Office,08-12-2011,Economy
AZ-2011-2030946,03-12-2011,Leroy Samson,United States,Central,North Dakota,Mandan,58554,Home Office,08-12-2011,Economy
AZ-2012-3272403,11-01-2012,Katie Thom,United States,South,Florida,Miami,33916,Corporate,14-01-2012,Priority
AZ-2012-6415862,24-01-2012,Lillian Davis,United States,South,Florida,Miami,33916,Consumer,28-01-2012,Economy
AZ-2012-9024029,28-01-2012,Imogen Steele,United States,South,North Carolina,Apex,27502,Corporate,02-02-2012,Economy
AZ-2012-962050,13-02-2012,Angie Massengill,United States,West,Arizona,Surprise,85374,Consumer,16-02-2012,Priority
AZ-2012-8583605,22-02-2012,Maria Kennedy,United States,West,Arizona,Glendale,85301,Consumer,26-02-2012,Economy
AZ-2012-7920968,28-02-2012,Lara Stoate,United States,South,Tennessee,Hendersonville,37075,Corporate,03-03-2012,Economy
AZ-2012-2801511,16-03-2012,Chloe O'Dea,United States,West,Idaho,Idaho Falls,83402,Consumer,16-03-2012,Immediate
AZ-2012-4991226,17-03-2012,Isabelle Vaughan,United States,South,Tennessee,Hendersonville,37075,Consumer,21-03-2012,Economy Plus
AZ-2012-3042149,19-03-2012,Jacob Carter,United States,West,California,San Diego,92037,Consumer,24-03-2012,Economy
AZ-2012-3206190,24-04-2012,Jade Hawkins,United States,Central,Minnesota,Edina,55410,Consumer,28-04-2012,Economy
AZ-2012-9503430,22-05-2012,Aidan Hayward,United States,East,New Hampshire,Merrimack,3054,Corporate,27-05-2012,Economy Plus
AZ-2012-2449827,29-05-2012,Walter Coley,United States,East,Massachusetts,Winchester,1890,Consumer,02-06-2012,Economy
AZ-2012-8456579,04-06-2012,Gerald Booth,United States,West,California,San Gabriel,91776,Consumer,08-06-2012,Economy
AZ-2012-4858195,15-06-2012,Scarlett Truchanas,United States,Central,Michigan,Grand Rapids,49505,Corporate,15-06-2012,Immediate
AZ-2012-5304566,26-06-2012,Laura Akhtar,United States,West,Colorado,Durango,81301,Consumer,26-06-2012,Immediate
AZ-2012-5894854,13-07-2012,Jett Osman,United States,Central,Nebraska,Columbus,68601,Home Office,15-07-2012,Economy Plus
BN-2012-2095072,14-07-2012,Jasper Neighbour,United States,East,Maryland,Annapolis,21403,Corporate,18-07-2012,Economy
AZ-2012-3680090,01-08-2012,Lola Hughes,United States,Central,North Dakota,Grand Forks,58201,Consumer,05-08-2012,Economy
AZ-2012-6013472,06-08-2012,Isabella Fowler,United States,South,Florida,Ormond Beach,32174,Consumer,11-08-2012,Economy
AZ-2012-2970891,14-08-2012,Kai Bolden,United States,East,Massachusetts,Boston,2113,Consumer,18-08-2012,Economy
AZ-2012-1500509,25-08-2012,Lauren Knight,United States,East,New Jersey,South Vineland,8360,Consumer,29-08-2012,Economy
AZ-2012-827677,04-09-2012,Riley Howells,United States,South,North Carolina,Asheboro,27203,Consumer,06-09-2012,Economy Plus
AZ-2012-1214247,27-09-2012,Faith Chambers,United States,Central,Kansas,Manhattan,66502,Consumer,29-09-2012,Priority
AZ-2012-3337220,11-10-2012,Tahlia Coughlan,United States,South,South Carolina,Hilton Head Island,29915,Corporate,13-10-2012,Priority
AZ-2012-7003401,02-11-2012,Toby Rowley,United States,Central,Texas,Grand Prairie,75051,Consumer,07-11-2012,Economy
AZ-2012-4238116,10-11-2012,Richard Harvey,United States,Central,Indiana,Munster,46321,Corporate,15-11-2012,Economy
AZ-2012-3630447,13-11-2012,Demi Hodgson,United States,East,New York,New City,10956,Consumer,14-11-2012,Priority
AZ-2012-415740,21-11-2012,Mia Pugh,United States,East,Ohio,Fairfield,45014,Consumer,27-11-2012,Economy
AZ-2012-7579239,22-11-2012,Stacy Cummings,United States,East,New Jersey,Ridgewood,7450,Consumer,24-11-2012,Priority
AZ-2012-2904256,29-11-2012,Ralph Holmes,United States,West,Washington,Seatac,98158,Consumer,03-12-2012,Economy
AZ-2012-5156362,03-12-2012,Matilda Jackson,United States,West,California,Santa Clara,95051,Corporate,08-12-2012,Economy
AZ-2012-1605480,11-12-2012,Spencer Wallis,United States,West,California,Dublin,94568,Consumer,12-12-2012,Priority
AZ-2012-5728837,14-12-2012,Edward Webber,United States,Central,Illinois,Chicago,60603,Home Office,16-12-2012,Economy Plus
AZ-2013-7722338,09-01-2013,Molly Hawkins,United States,East,Ohio,Parma,44134,Home Office,11-01-2013,Priority
AZ-2013-248580,14-02-2013,Richard Harvey,United States,South,North Carolina,Cary,27511,Corporate,18-02-2013,Economy
AZ-2013-5815303,16-02-2013,Spencer Calvert,United States,Central,Iowa,Ottumwa,52501,Corporate,18-02-2013,Priority
AZ-2013-2312887,16-04-2013,Katie Thom,United States,Central,Minnesota,Roseville,55113,Corporate,23-04-2013,Economy
AZ-2013-4001460,19-04-2013,Rachel Tyler,United States,Central,Oklahoma,Tulsa,74133,Corporate,22-04-2013,Priority
AZ-2013-6417949,16-05-2013,Nicole Carr,United States,East,Massachusetts,Boston,2215,Consumer,20-05-2013,Economy Plus
BN-2013-2967589,30-05-2013,Ashton Morey,United States,South,Alabama,Auburn,36830,Consumer,04-06-2013,Economy
AZ-2013-8795323,17-06-2013,Mary Hough,United States,East,New York,New York City,10154,Home Office,20-06-2013,Economy Plus
AZ-2013-3352012,17-06-2013,Ethan Howarth,United States,South,Florida,Sanford,32771,Consumer,21-06-2013,Economy
AZ-2013-183270,25-06-2013,Chloe O'Dea,United States,South,Kentucky,Bowling Green,42104,Consumer,25-06-2013,Immediate
AZ-2013-576501,10-07-2013,Ashley Baldwinson,United States,South,Georgia,Statesboro,30458,Corporate,12-07-2013,Priority
AZ-2013-9606437,29-07-2013,Randall Roberts,United States,East,New York,Auburn,13021,Consumer,29-07-2013,Immediate
AZ-2013-6748917,05-08-2013,Kai Wicks,United States,West,California,Woodland,95695,Corporate,10-08-2013,Economy
AZ-2013-9398521,05-08-2013,Sam Rees,United States,East,Massachusetts,Boston,2118,Home Office,10-08-2013,Economy
AZ-2013-4856261,10-08-2013,Anthony Lawrence,United States,Central,Texas,Flower Mound,75028,Consumer,14-08-2013,Economy
AZ-2013-3001151,12-08-2013,Jake Barry,United States,West,Utah,Roy,84067,Home Office,17-08-2013,Economy
AZ-2013-8369315,12-08-2013,Kian Sykes,United States,South,Tennessee,Gallatin,37066,Consumer,19-08-2013,Economy
AZ-2013-8513388,24-08-2013,Michael Wilson,United States,West,Arizona,Surprise,85374,Home Office,27-08-2013,Economy Plus
AZ-2013-2076679,30-08-2013,Patrick Townson,United States,South,Florida,Titusville,32780,Home Office,01-09-2013,Priority
AZ-2013-8348000,30-08-2013,Chelsea Howell,United States,Central,Indiana,Lafayette,47905,Consumer,02-09-2013,Priority
AZ-2013-6101031,10-09-2013,Holly Doyle,United States,Central,Indiana,South Bend,46614,Consumer,16-09-2013,Economy
AZ-2013-2566015,08-10-2013,Carol Evans,United States,East,New York,Franklin Square,11010,Consumer,11-10-2013,Priority
AZ-2013-7691747,04-11-2013,Amy Pritchard,United States,West,Washington,Mount Vernon,98273,Consumer,06-11-2013,Economy Plus
AZ-2013-8159608,05-11-2013,Kevin Madigan,United States,West,California,Rancho Cucamonga,91730,Consumer,07-11-2013,Economy Plus
AZ-2013-1444287,12-11-2013,Adam Peacock,United States,West,Utah,Tooele,84074,Corporate,13-11-2013,Priority
AZ-2013-3656949,19-11-2013,Jose Gambino,United States,West,California,Menlo Park,94025,Corporate,23-11-2013,Economy
AZ-2013-3127336,22-11-2013,Tricia Bustamante,United States,East,Pennsylvania,Mount Lebanon,15228,Corporate,29-11-2013,Economy
AZ-2013-696326,22-11-2013,Donald Molina,United States,West,California,Santa Maria,93454,Home Office,24-11-2013,Priority
AZ-2013-2605178,26-11-2013,Laura Elizabeth,United States,East,Massachusetts,Agawam,1001,Consumer,01-12-2013,Economy
AZ-2013-2847,28-11-2013,Maynard Moorman,United States,South,Louisiana,New Iberia,70560,Consumer,04-12-2013,Economy
AZ-2013-2709879,19-12-2013,Callum Hagai,United States,Central,Texas,Conroe,77301,Home Office,24-12-2013,Economy Plus
AZ-2014-5289299,07-01-2014,Eleanor Pollard,United States,West,Idaho,Caldwell,83605,Home Office,11-01-2014,Economy
AZ-2014-9468178,13-01-2014,Will Poynton,United States,Central,Michigan,Flint,48505,Consumer,17-01-2014,Economy
AZ-2014-17071,21-01-2014,Liam Newton,United States,East,New York,Troy,12180,Corporate,22-01-2014,Priority
AZ-2014-6001342,22-01-2014,Kayla Ronald,United States,East,Pennsylvania,Levittown,19057,Corporate,26-01-2014,Economy
AZ-2014-2131403,07-02-2014,Cooper Burn,United States,East,Maine,Saco,4072,Consumer,11-02-2014,Economy
AZ-2014-6084917,10-02-2014,Jasper Neighbour,United States,West,Nevada,Las Vegas,89115,Corporate,14-02-2014,Economy
AZ-2014-2672334,27-02-2014,Alexander Bond,United States,Central,Wisconsin,Milwaukee,53209,Corporate,01-03-2014,Priority
AZ-2014-2056021,31-03-2014,Nicole Nash,United States,Central,Michigan,Grand Rapids,49505,Consumer,03-04-2014,Priority
AZ-2014-5692945,08-04-2014,Lydia Webster,United States,Central,Missouri,Joplin,64804,Consumer,12-04-2014,Economy
